item_id,field,locale,global_text,current_text,translated_text,status
f005148a-736f-47ec-9736-a8ca0786c348,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,answer,ar,7,٧,7,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
f005148a-736f-47ec-9736-a8ca0786c348,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,answer,ja,7,七,7,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,answer,ko,7,칠,7,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,answer,hi,7,७,7,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,answer,ar,1,١,1,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
d422bb4a-d070-4210-9a6f-2f821ae9fbe6,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,answer,hi,1,१,1,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,answer,ja,1,一,1,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,answer,ko,1,일,1,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
40837c6c-e46c-4e65-9a8b-def6626310d3,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,answer,ar,8,٨,8,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,answer,hi,8,८,8,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,answer,ja,8,八,8,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,answer,ko,8,팔,8,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,answer,ar,2,٢,2,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
5c7a1dbe-3024-42a4-b7ea-e317d8e86585,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,answer,hi,2,२,2,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,answer,ja,2,二,2,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,answer,ko,2,이,2,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
56465687-cb62-442f-bc86-0ab308d154b9,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,answer,ar,9,٩,9,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,answer,hi,9,९,9,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,answer,ja,9,九,9,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,answer,ko,9,구,9,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,answer,ar,4,٤,4,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
872e9525-0b8f-455b-8d61-f585e7b69b6f,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,et,Add the objects:,Liida objektid:,Lisage objektid:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,answer,hi,4,४,4,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,it,Add the objects:,Somma gli oggetti:,Aggiungi gli oggetti:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,id,Add the objects:,Tambahkan objeknya:,Tambahkan objek:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,ja,Add the objects:,オブジェクトを足してください：,オブジェクトを追加します。,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,answer,ja,4,四,4,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,answer,ko,4,사,4,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,ko,Add the objects:,물체를 더해보세요:,개체를 추가합니다.,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,nl,Add the objects:,Tel de objecten op:,Voeg de objecten toe:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,lv,Add the objects:,Saskaitiet objektus:,Pievienojiet objektus:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,pt,Add the objects:,Some os objetos:,Adicione os objetos:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,ro,Add the objects:,Adună obiectele:,Adăugați obiectele:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,hu,Add the objects:,Add össze a tárgyakat:,Adja hozzá az objektumokat:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,sk,Add the objects:,Sčítajte objekty:,Pridajte objekty:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,tl,Add the objects:,Pagsamahin ang mga bagay:,Idagdag ang mga bagay:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,sv,Add the objects:,Addera objekten:,Lägg till objekten:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,tr,Add the objects:,Nesneleri topla:,Nesneleri ekleyin:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,uk,Add the objects:,Додай об'єкти:,Додайте об'єкти:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,lt,Add the objects:,Sudėkite objektus:,Pridėkite objektus:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,answer,ar,10,١٠,10,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,ar,Add the objects:,اجمع الأشياء:,إضافة الكائنات:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,bg,Add the objects:,Съберете обектите:,Добавете обектите:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,cs,Add the objects:,Sečtěte objekty:,Přidejte objekty:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,da,Add the objects:,Læg objekterne sammen:,Tilføj objekterne:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,es,Add the objects:,Suma los objetos:,Añade los objetos:,mismatch
0b7acca6-4ef9-44f8-9c7a-47a4757183cf,prompt,vi,Add the objects:,Cộng các đối tượng:,Thêm các đối tượng:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,de,Add the objects:,Addiere die Objekte:,Fügen Sie die Objekte hinzu:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,fr,Add the objects:,Additionne les objets :,Ajoutez les objets :,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,hi,Add the objects:,वस्तुओं को जोड़ें:,ऑब्जेक्ट जोड़ें:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,hr,Add the objects:,Zbroji objekte:,Dodajte objekte:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,prompt,fi,Add the objects:,Laske objektit yhteen:,Lisää objektit:,mismatch
fa6178df-dc7c-4c34-a2cc-fe8e9299244f,answer,hi,10,१०,10,mismatch
